"pressurethreathash","specieshash","pressurecode","rankingcode","quality","location","sources"
"b1d1d83d4daeb057f149b6c08b1add0a","caf74de08ae95ce8d96d37ece8c8a199","M01.02","M",2,"2","Hagemeier W.J.M. & Blair, M.J. (1997): The EBCC Atlas of European Breeding Birds: Their Distribution and Abundance. - T. & A.D. Poyser, London 903 p."
"46144de59392054c5d91be61ea791a4a","bdf1ceb89a9eec8dc65684b070624047","J03.01","H",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"59118417766b0081ab6485c9a82bfe50","bdf1ceb89a9eec8dc65684b070624047","A02.01","H",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"7a5e2366459c55fa5341fc8ab4ad0bc6","bdf1ceb89a9eec8dc65684b070624047","A07","H",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"5e52589530d1f119160b053ca56ff255","bdf1ceb89a9eec8dc65684b070624047","J02","H",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"a136e43c170406f9a37f8913f7920521","bdf1ceb89a9eec8dc65684b070624047","F03.01","H",1,"2","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"cb2709535a146f7c9f1bdfe9bb8f5a33","bdf1ceb89a9eec8dc65684b070624047","H01","M",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"403f94cef8cb06e4c8a7ff1b23c04dfa","24a70c1cd49d347a597458198c89f163","A02.01","M",3,"4","Hagemeier W.J.M. & Blair, M.J. (1997): The EBCC Atlas of European Breeding Birds: Their Distribution and Abundance. - T. & A.D. Poyser, London 903 p."
"58a274882be2329166b66903516e23d1","24a70c1cd49d347a597458198c89f163","J03.01","M",3,"4","Hagemeier W.J.M. & Blair, M.J. (1997): The EBCC Atlas of European Breeding Birds: Their Distribution and Abundance. - T. & A.D. Poyser, London 903 p."
"0473dec8ce01a4cfc53cf1de1d8576af","24a70c1cd49d347a597458198c89f163","J02","M",3,"4","Hagemeier W.J.M. & Blair, M.J. (1997): The EBCC Atlas of European Breeding Birds: Their Distribution and Abundance. - T. & A.D. Poyser, London 903 p."
"bc5e995b24d3e5d1456ead51715b3f75","161c5f18f673aed3e7bd2aaefc499ee7","G01","H",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"f0c466c3167a5dbc2c38b70a42ebf0c7","161c5f18f673aed3e7bd2aaefc499ee7","J03.01","M",3,"4","Hagemeier W.J.M. & Blair, M.J. (1997): The EBCC Atlas of European Breeding Birds: Their Distribution and Abundance. - T. & A.D. Poyser, London 903 p."
"bb9b52b69e90ceea853103bf03ec9c5e","35682b7d43d6d4cf159ff08b50653cfa","F03.01","M",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"df8fc6f879ef38ebf6fb31f35026ce5a","bbf9076461ab5a3b5f23cae8a1c862aa","F03.01","L",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"7523931a29014585127ca2115ad18b25","8cd419e765ad1a1c40e14797ce9b26f4","J02","M",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"6cc6dda258f23cae601aaa59682da242","8cd419e765ad1a1c40e14797ce9b26f4","H01","M",3,"4","Hagemeier W.J.M. & Blair, M.J. (1997): The EBCC Atlas of European Breeding Birds: Their Distribution and Abundance. - T. & A.D. Poyser, London 903 p."
"bcba52cc09c41ba3a4148cf629a03f4f","91a15b191a5bf12dcf3cfaa379f9472e","D03.03","L",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"408235834e52b984a0b6788e1721a10a","91a15b191a5bf12dcf3cfaa379f9472e","D03.02","M",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"345d48baa86670150c4f04a71122ed2e","777bd45667ce55fbbc2afea05b87aeaf","D03.03","L",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"a8e4fc9655127ff540edc15794934f85","777bd45667ce55fbbc2afea05b87aeaf","D03.02","M",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"a4bd52f7e200067c4a5a62296e230edc","575ca4822cf5ad4040b5141b51f810f6","H01","L",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"c74daa0392d5cb59a6562fae2ac822bf","feec87d75adbb3a3b36a2798d89302fd","G01","M",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"27daab14ca034058b4d17753bfea7446","feec87d75adbb3a3b36a2798d89302fd","H01","L",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"e76b7746188a7c7ab154a25924e0dd46","284197249a48459f85f5da13c2e49edf","J03.01","L",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"a9c8996cb6bfa29576be1c7549408002","284197249a48459f85f5da13c2e49edf","F03.01","L",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"891dfca83745bca481d8a31b8db9b17f","284197249a48459f85f5da13c2e49edf","G01","M",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"0bf8fa33296419f23cf1266883ecafac","069fe0eaa81f4ff568f02244341a0298","F03.01","L",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"9fdda90a3c96bae48e5b21d6ca57123b","51552a5849da0d9cb48cfcb63c49708a","J03.01","M",3,"2","Madsen, J. & Williams, J.H. (Compilers) 2012. International Species Management Plan for the Svalbard Population of the Pink-footed Goose Anser brachyrhynchus. AEWA Technical Series No. 48. Bonn, Germany. Plan for the Svalbard Population of the Pink-footed Goose Anser brachyrhynchus. AEWA Technical Series No. 48. Bonn, Germany."
"4573937d655b02825876e68526ea9b2a","51552a5849da0d9cb48cfcb63c49708a","F03.01","L",3,"1","Madsen, J. & Williams, J.H. (Compilers) 2012. International Species Management Plan for the Svalbard Population of the Pink-footed Goose Anser brachyrhynchus. AEWA Technical Series No. 48. Bonn, Germany."
"ef9df05ac6e712cb1d5f695d919e0d3a","51552a5849da0d9cb48cfcb63c49708a","G01","L",3,"1","Madsen, J. & Williams, J.H. (Compilers) 2012. International Species Management Plan for the Svalbard Population of the Pink-footed Goose Anser brachyrhynchus. AEWA Technical Series No. 48. Bonn, Germany."
"3979eb7f94d8a8119609625fa5159eed","51552a5849da0d9cb48cfcb63c49708a","K03.04","L",3,"1","Madsen, J. & Williams, J.H. (Compilers) 2012. International Species Management Plan for the Svalbard Population of the Pink-footed Goose Anser brachyrhynchus. AEWA Technical Series No. 48. Bonn, Germany."
"af8762c6ba3a7dee0c1633c439f318d9","c416a21749194892343d48f678ecd070","X","H",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"f325d873f40c9305c18224d478fada4c","a45b656532d77236a2bb226bd6498248","J03.01","H",3,"2","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"725d8a612b0405a90edf42ee645de49b","a45b656532d77236a2bb226bd6498248","G01","L",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"fdab928c09bb6be76ca27c489c3035e9","a45b656532d77236a2bb226bd6498248","K03.04","H",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"78435e42ac4ce41d29cc7e6f8f90d6e3","a45b656532d77236a2bb226bd6498248","A02.01","M",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"c4b8e896477823c471fbf0fe4f28eb81","a45b656532d77236a2bb226bd6498248","K03.01","H",3,"2","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"62b7f8bf5c0b33c75d04b3c91a60897b","a45b656532d77236a2bb226bd6498248","H01","M",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"89bba1b44d02aab7691363356b190c36","e8491b12952a1381d413eeed2d40e91a","X","H",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"cbb70d7e335329f7fcf1e45597aceb4f","9fd215f59f49ff3e9cd67cae6ca14c41","F03.01","L",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"d1747cf5c17caadf569d2d381076ae84","9fd215f59f49ff3e9cd67cae6ca14c41","G01","L",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"1c6287bf69f8e430c885a43cf5684712","306dc590b5b59317396468ffcb686938","F03.01","L",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"fe8a4878ffe597e875dffbf350a9fe5b","306dc590b5b59317396468ffcb686938","G01","L",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"4c0e684c4c474cc7728181f63b0e2776","306dc590b5b59317396468ffcb686938","H01","L",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"d2e3f2ea67e12b93040c62226164d32d","d25aac888b42ce150636003fb3da1d16","F03.01","L",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"a32153c8205230bfd88ab351e10311bb","d25aac888b42ce150636003fb3da1d16","G01","L",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"8ecbf5ca29065cd7cf65840ebcf4559f","7dfc44da1a2aaa9e3b4fc65d8ba40a02","F03.01","L",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"bf5625c519ebc8dfa8e95e1fda854823","85214f3ba4563e5b3f4a0623d1ec5a33","F03.01","L",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"d77cb4500ff1a218e801b29d1cf9d6de","a836d54a320c5f3e961a303df2af95a8","F03.01","M",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"aec838d1eb86f07e8f40162d545f5d29","a836d54a320c5f3e961a303df2af95a8","D03","M",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"304342e27049156f61843fd73ea95f41","489cfd85cc16cf8b2fc4e340f0a54555","F03.01","M",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"4196b73dc1e5b43f5b500d0146115efb","489cfd85cc16cf8b2fc4e340f0a54555","F03.02.05","L",3,"4","Degel, H., Petersen, I.K., Holm, T.E., Kahlert, J. (2010). Fugle som bifangst i garnfiskeriet. Estimat af utilsigtet bifangst af havfugle i garnfiskeriet i området omkring Ærø DTU Aqua-rapport nr. 227-2010. Charlottenlund. Institut for Akvatiske Ressourcer, Danmarks Tekniske Universitet, 56 p."
"87e3123ad824ad77f556c2c559364910","489cfd85cc16cf8b2fc4e340f0a54555","J03.01","M",2,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"983506ae647f13134f208d73748fc60d","3465519fcc21eb28e7d6ce90195a70db","F03.01","L",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"308e00a41031489efe47250a2b2d88be","3465519fcc21eb28e7d6ce90195a70db","F03.02.05","L",3,"1","Degel, H., Petersen, I.K., Holm, T.E., Kahlert, J. (2010). Fugle som bifangst i garnfiskeriet. Estimat af utilsigtet bifangst af havfugle i garnfiskeriet i området omkring Ærø DTU Aqua-rapport nr. 227-2010. Charlottenlund. Institut for Akvatiske Ressourcer, Danmarks Tekniske Universitet, 56 p."
"26a9e39aff009f0e387a91196e4df743","3465519fcc21eb28e7d6ce90195a70db","J03.01","M",2,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"34b4f8ce3bed4096caa580ec71b031df","f3fe6438e46e667c4e5d840fa68b8399","H01","L",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"e9e22e6ee2cf36e724f8cb368a470b6f","9a8afd064d04cb8cc506dbc14373925b","J03.01","M",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"e196823fc26a9394ae04f91e2fed148b","5ab50b2e853c5fc13284e28ea5ca0e5c","F03.01","M",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"668ba38524b0a11b50a4b183609f6dfa","5ab50b2e853c5fc13284e28ea5ca0e5c","F03.02.05","L",3,"4","Degel, H., Petersen, I.K., Holm, T.E., Kahlert, J. (2010). Fugle som bifangst i garnfiskeriet. Estimat af utilsigtet bifangst af havfugle i garnfiskeriet i området omkring Ærø DTU Aqua-rapport nr. 227-2010. Charlottenlund. Institut for Akvatiske Ressourcer, Danmarks Tekniske Universitet, 56 p."
"5f2b18433fcf701e504efab9c2751692","5ab50b2e853c5fc13284e28ea5ca0e5c","J03.01","M",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"24c2365f2cb0ff409f68c31637faecfc","5ab50b2e853c5fc13284e28ea5ca0e5c","H03.01","M",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"a55cf11de3431935bebf2cabb36189ca","341f9249e751db9c0a0952c8671246ea","F03.01","L",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"f4aaa27fba38ad5a682e1a5429810f9c","341f9249e751db9c0a0952c8671246ea","F03.02.05","L",3,"4","Degel, H., Petersen, I.K., Holm, T.E., Kahlert, J. (2010). Fugle som bifangst i garnfiskeriet. Estimat af utilsigtet bifangst af havfugle i garnfiskeriet i området omkring Ærø DTU Aqua-rapport nr. 227-2010. Charlottenlund. Institut for Akvatiske Ressourcer, Danmarks Tekniske Universitet, 56 p."
"272b45723f5aa288edd36df25ace163a","341f9249e751db9c0a0952c8671246ea","J03.01","L",2,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"eced15f0d2e36134b7a35c5df124e257","341f9249e751db9c0a0952c8671246ea","H03.01","M",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"88733c86b4738be2996b903c5e88025c","150411e69596532f4c68c60b4a8b8392","F03.01","M",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s.v"
"422e9567b1e2980d4dd0802cb4408803","150411e69596532f4c68c60b4a8b8392","F03.02.05","L",3,"4","Degel, H., Petersen, I.K., Holm, T.E., Kahlert, J. (2010). Fugle som bifangst i garnfiskeriet. Estimat af utilsigtet bifangst af havfugle i garnfiskeriet i området omkring Ærø DTU Aqua-rapport nr. 227-2010. Charlottenlund. Institut for Akvatiske Ressourcer, Danmarks Tekniske Universitet, 56 p. http://www.dmu.dk/Pub/SR49.pdf"
"8dec825952e78d5af0bdd265f31a0c36","150411e69596532f4c68c60b4a8b8392","J03.01","M",2,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"9e691dd1e6ef49c7abe9c6385027aaa2","150411e69596532f4c68c60b4a8b8392","H03.01","M",3,"1","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
"c0c3449b34933718aeffb0aef1072744","f0667fb625268d8028a4161dd020592e","F03.01","L",3,"4","Pihl, S., Clausen, P., Petersen, I.K., Nielsen, R.D., Laursen, K., Bregnballe, T., Holm, T.E. & Søgaard, B. (2013): Fugle 2004-2011. NOVANA. Aarhus Universitet, DCE - Nationalt Center for Miljø og Energi. - Videnskabelig rapport fra DCE nr. 49. 188 s."
